5757,5,6
5826,4,6
231,5,5
4087,4,6
1725,12,11
2427,21,19
4814,4,2
3758,16,4
3883,7,9
2580,5,12
8052,9,6
3727,1,7
6644,15,2
7756,1,12
3539,19,4
4996,6,6
548,2,5
7708,7,3
19,21,4
3345,21,4
1634,8,21
300,20,19
1064,12,9
7525,12,21
8269,14,21
4154,14,9
1434,10,6
4036,1,5
6872,4,6
1181,6,6
884,8,21
6890,10,9
3491,17,4
4464,22,4
4731,20,19
3251,4,16
7920,13,21
5440,2,15
6028,4,6
5743,2,5
6084,13,17
5886,12,21
4163,12,20
6215,21,4
2261,19,4
6692,8,17
5056,3,18
5097,6,6
5142,12,12
6626,1,5
1611,2,5
7532,2,5
7235,6,8
1131,21,4
566,13,4
1563,19,4
7339,9,3
2496,9,9
3617,8,5
6406,7,3
5439,15,2
8148,12,7
7417,3,16
7531,8,6
7394,21,4
2195,11,21
4795,16,2
3476,10,2
3512,6,2
2538,12,4
4600,8,5
3511,7,1
6669,3,7
2795,18,9
2136,17,4
7130,2,5
1324,13,17
6671,9,20
6606,21,19
5031,21,4
5545,22,17
3186,5,6
3135,16,4
7365,2,5
5449,1,5
5219,17,4
4902,10,12
3067,20,19
5516,10,2
5451,16,7
3269,21,19
4124,8,2
6806,2,15
2257,5,12
3655,3,21
1323,6,6
3890,1,5
1469,7,12
4528,5,17
197,14,17
105,13,6
4813,13,17
778,5,12
4341,1,5
3950,3,16
1095,22,4
326,1,5
3743,5,7
8154,21,4
6563,18,2
5951,8,18
6450,1,5
2001,18,9
4433,5,17
1154,12,20
4069,6,7
7822,9,1
511,11,21
664,10,10
489,10,6
3402,20,9
3349,16,17
289,6,2
4879,22,4
500,12,6
128,22,4
4606,11,4
4247,17,20
7949,2,15
2950,7,12
4794,19,19
1996,11,21
5773,12,21
7041,16,4
1543,14,4
5786,2,15
4486,1,5
1505,20,19
2536,2,13
5490,15,9
5654,2,15
7671,21,4
2790,18,9
8129,13,17
5207,4,10
662,1,5
7002,16,19
6486,16,19
3568,12,20
6968,18,9
746,9,1
995,19,4
7826,18,9
1621,16,4
6480,16,2
5346,1,5
4207,1,5
1039,16,17
27,16,4
5993,5,5
4265,17,4
5514,11,19
7818,16,4
5839,19,4
7518,17,19
5800,22,4
1832,1,5
4663,9,16
5906,19,4
8059,16,4
255,17,4
295,11,20
6474,17,4
5175,8,21
1640,18,2
3818,20,2
7899,4,5
5893,1,5
3106,11,21
5595,9,3
6683,22,4
4042,18,9
1672,16,4
3648,2,5
2400,8,2
920,5,12
2544,13,17
4232,19,4
228,20,19
1497,21,4
3432,15,19
2776,12,21
3912,13,9
7167,19,19
3837,2,15
968,2,5
1282,8,2
7391,5,12
2390,15,2
324,8,20
7164,19,4
6991,5,5
4576,8,6
5433,20,4
3308,19,4
3479,10,7
2658,11,21
3132,22,4
4519,14,9
7684,6,2
5847,5,16
2882,19,4
3882,14,19
5796,18,9
1566,16,4
2259,16,17
1275,14,20
3270,22,4
6319,22,19
6866,7,1
7736,21,4
2097,20,17
5232,6,6
3228,14,2
7356,7,3
2213,12,21
7782,2,15
7937,14,20
1291,19,4
1128,13,17
333,15,2
1466,12,2
3893,9,19
3647,5,21
115,8,20
8060,7,3
525,2,6
6689,16,6
6304,19,20
2357,12,7
4615,22,4
5200,2,5
6936,1,5
6664,19,4
1998,3,10
7062,4,18
1597,18,9
2896,17,2
2145,19,4
5128,5,6
4475,5,6
6414,3,6
5483,13,2
7951,5,5
5832,15,2
3395,8,6
3730,8,12
4224,12,21
5724,9,2
6874,6,18
7362,9,3
4993,7,3
4922,21,4
1301,2,15
5717,14,9
1764,14,21
830,9,17
6015,16,4
6651,8,20
357,3,18
2362,3,16
3586,15,2
5855,5,12
6675,18,19
6214,21,19
8218,15,17
7092,3,9
6707,6,7
740,2,15
7633,6,12
7971,6,8
1576,11,20
3480,18,9
538,19,4
539,22,2
5862,6,5
3868,8,2
7704,18,9
7134,13,17
7301,8,7
4596,6,3
5738,20,2
4107,4,9
7851,11,9
551,12,7
5845,4,2
2441,17,20
2494,16,4
3932,5,16
225,5,12
3339,13,17
2600,11,4
3478,14,21
175,13,9
3351,20,19
4924,22,4
4067,20,4
4699,22,19
5434,17,20
900,17,9
2375,2,5
4792,17,20
3168,14,3
3914,7,3
7306,6,16
5488,14,9
4594,5,13
1163,1,7
7245,21,4
4636,14,17
4425,20,4
3212,18,4
5473,15,17
6881,22,19
6999,14,9
1751,8,6
576,20,19
7135,5,5
4223,15,19
2757,4,2
1470,7,21
109,10,2
882,15,2
1307,4,2
894,21,4
3053,8,17
941,13,2
5168,15,6
6914,6,6
6410,6,5
8120,18,9
3651,10,20
5033,16,4
8045,9,6
271,19,4
545,16,4
8254,15,2
3060,6,7
7814,11,20
433,21,4
2236,5,12
3319,15,7
3154,20,19
3504,2,5
103,14,9
4096,8,21
6870,5,13
1613,10,6
4260,9,21
7506,15,2
5494,20,19
4900,21,4
5178,19,4
277,19,4
1254,9,19
4059,9,17
5668,12,7
4947,10,2
2742,9,1
7318,6,6
6944,9,20
2964,11,20
480,13,2
5228,5,16
222,17,4
416,12,20
2404,9,9
686,22,4
5587,13,17
131,18,9
8152,17,20
3896,5,2
6696,1,8
5029,17,4
239,7,19
2340,16,4
2729,13,21
6277,18,4
7703,9,4
1685,8,18
3537,17,20
3760,18,9
6181,2,15
235,14,9
6897,18,9
3455,12,21
5559,21,19
3735,12,21
4055,22,4
4469,12,3
648,14,20
3254,18,19
8162,2,15
4998,11,21
4957,15,11
42,15,4
886,11,21
6240,22,4
5201,12,2
7373,10,17
2264,22,4
4252,4,2
1499,4,16
1427,4,13
5765,9,6
5789,10,17
3181,15,2
3203,20,20
6865,1,5
5625,6,16
2698,19,4
666,10,3
1681,13,2
1810,13,17
6575,4,16
4470,4,16
4585,13,7
6526,2,5
1002,9,17
8159,4,5
7516,16,9
1628,19,4
5801,20,19
7045,10,9
2891,21,19
2298,11,21
5792,7,5
3362,7,3
8208,5,18
5476,18,2
519,18,9
7866,14,21
3457,13,6
6378,20,19
1077,21,4
2858,1,5
5703,19,4
7659,15,21
1669,2,15
7641,19,19
2153,18,2
6024,3,18
3099,1,5
7584,4,5
2816,1,5
2865,14,9
4200,10,12
3343,17,20
8042,15,2
6401,5,18
8249,10,17
2280,12,1
3911,14,21
5340,2,15
4208,2,5
3541,20,19
1441,22,4
4675,19,4
2749,22,19
1326,20,19
348,19,4
5139,17,19
3403,19,4
6635,17,20
6688,3,8
7169,22,19
6288,21,4
8122,5,5
2383,20,4
282,6,7
7860,6,8
2897,15,2
6365,7,3
3088,19,4
38,5,9
4081,8,21
6469,19,4
3179,9,3
6456,2,5
3189,11,21
2808,14,2
5756,4,2
5009,12,20
1179,9,9
262,20,19
1776,1,5
210,17,4
5615,20,20
2656,8,17
2108,1,16
8206,4,6
113,5,5
5659,8,18
1080,6,2
5148,9,2
3729,22,4
5211,20,20
221,10,2
8274,2,15
5856,8,3
3247,13,17
3284,1,15
209,22,4
4489,11,21
434,13,2
7259,18,9
1162,1,5
8252,8,20
435,4,6
1641,4,6
7426,9,17
5187,9,16
7691,5,12
4479,6,2
659,13,17
3265,10,2
5014,18,2
3378,11,19
5099,3,18
1866,1,5
1741,19,4
7534,1,16
7819,20,19
1573,8,12
7278,12,10
5453,13,17
1583,22,4
5984,1,5
4432,16,17
1736,6,1
1663,3,18
7251,21,4
4690,2,5
2105,6,10
5706,10,17
4270,4,4
3122,10,2
1359,21,4
4893,3,16
6941,4,8
6264,14,2
6530,10,2
5666,7,5
2541,10,20
6225,10,6
8149,16,7
7084,12,21
2397,15,2
5467,22,4
593,12,4
8084,11,21
1333,8,3
1300,1,16
5077,15,19
645,8,2
2740,21,4
1358,5,12
6652,2,5
1311,12,20
2737,8,20
8103,4,6
4098,11,4
1250,18,19
487,9,19
3869,12,11
477,14,2
1868,5,18
3193,14,17
1083,2,5
7991,17,20
2381,6,8
7698,17,2
8256,15,2
5699,8,21
164,20,4
2384,5,12
7114,22,4
331,15,21
5816,12,6
4917,8,3
6682,21,19
2653,20,19
4192,16,4
2502,12,21
1721,21,4
5860,2,5
4255,5,17
3078,21,4
4441,4,2
5553,15,17
2655,18,9
5517,8,2
6538,19,4
7541,3,21
5468,4,16
6637,20,4
2263,21,4
3640,20,19
8068,19,4
95,3,18
2175,15,9
7536,4,3
7382,1,5
7072,3,16
142,8,21
7257,15,2
3470,8,21
7162,12,21
5872,13,17
2350,5,12
679,22,17
7545,6,18
1256,14,4
7908,13,3
5198,7,3
8140,18,17
7086,11,4
3286,12,7
5989,17,9
6369,16,17
3241,2,15
7255,15,2
5863,14,17
6101,15,2
6357,14,9
7702,15,4
3876,16,17
8184,19,4
3580,7,1
1724,8,5
7589,11,21
665,6,6
36,21,4
3367,21,4
1658,21,4
17,4,7
2766,7,3
1038,3,5
5124,16,17
3376,3,18
7238,13,2
5491,5,6
5177,13,17
7275,14,4
319,5,5
1574,11,21
5159,19,4
3738,2,5
7911,17,4
7865,20,4
3036,21,4
5209,17,4
7555,1,5
4827,6,6
4973,20,2
5045,1,5
6672,10,6
4644,13,2
5165,16,2
3467,5,2
7778,2,5
5134,10,2
5034,7,3
1351,9,2
3358,22,4
5112,15,2
7580,3,18
6548,1,18
2271,2,5
7050,20,4
3243,13,9
156,18,9
7595,17,4
7043,9,9
149,9,1
4151,7,3
4210,11,17
4539,3,16
2378,4,6
7331,8,20
189,9,3
1454,20,4
4018,9,3
5258,6,2
3047,1,5
3102,12,11
7588,15,2
4909,11,19
5697,18,20
285,14,9
1471,18,19
5469,4,5
8007,22,4
4421,22,4
6016,4,2
100,12,9
111,17,4
1715,15,2
6572,7,6
3441,15,2
5897,9,20
5477,19,19
2560,17,19
200,7,1
7042,8,8
4159,2,6
5020,10,6
5823,7,3
6791,4,6
5772,3,6
6475,17,20
1175,10,6
1511,12,2
8058,14,2
7712,4,6
1127,5,12
5107,15,2
7694,22,4
5925,3,2
4661,14,17
8153,17,20
7926,2,5
2187,18,17
4407,15,7
2347,17,20
288,4,9
869,11,21
6642,7,1
5117,14,10
4424,19,4
6543,17,20
7097,13,4
4243,7,3
5123,19,4
6785,21,4
4189,22,19
3753,22,19
6609,4,5
7715,19,4
2240,4,1
6008,19,4
3659,9,2
1723,17,4
569,5,17
4497,9,3
4918,7,3
6508,12,21
7928,16,7
5841,1,5
3220,20,19
1778,9,17
5456,11,20
684,19,4
2356,11,21
6217,18,17
3658,2,5
5285,16,9
3766,3,16
4006,15,2
2230,2,5
4284,3,18
7149,15,2
1338,7,3
5422,22,20
8066,3,16
249,10,6
6560,8,12
4032,5,6
5275,7,19
1627,15,2
3492,20,17
3891,15,19
7617,18,17
7998,10,6
1337,10,2
6960,11,2
5248,20,19
2389,7,21
6033,9,9
323,9,17
8065,8,3
1257,16,4
3301,18,2
6076,1,5
1148,4,16
7828,14,9
7686,1,5
4826,3,16
202,14,10
1509,16,17
2959,18,9
1488,14,2
1119,11,21
7842,5,10
510,7,20
717,3,18
1666,1,5
7706,3,2
3110,15,2
3182,16,4
1811,14,17
6020,15,2
5753,21,19
6790,3,18
2465,6,18
2665,6,6
8147,2,15
7973,11,17
7425,10,17
7858,8,2
6228,18,9
509,7,3
1232,19,2
1472,2,15
365,17,4
3757,10,17
3399,13,9
1926,19,4
4686,7,3
112,7,1
2730,14,17
2775,16,19
272,22,19
5900,4,16
5803,9,3
1590,2,15
7717,8,7
5532,20,2
7681,14,17
4114,15,20
6224,8,6
7661,20,19
3140,4,1
5574,4,5
544,4,6
4191,16,4
7786,14,10
546,12,21
6348,13,2
6934,14,9
5888,15,19
818,7,1
1710,10,17
4500,3,6
6056,16,17
26,22,4
3592,10,17
6441,9,17
4417,17,4
196,10,17
490,20,17
1152,3,21
2143,20,4
6625,16,7
6940,5,6
6030,1,5
5426,1,15
5288,9,19
2231,3,21
1773,5,13
4621,6,7
5225,19,4
146,7,3
2573,20,4
5955,9,6
6258,10,17
7692,8,5
8123,3,16
5141,10,6
4020,19,4
895,22,4
682,20,4
185,1,5
8270,10,17
4910,2,15
4504,21,4
6546,14,7
4112,14,4
4970,19,4
7789,13,17
6237,6,8
2445,4,18
3329,7,3
6018,10,17
910,2,5
4619,11,21
1706,6,7
1607,12,2
5829,17,4
5985,9,20
6484,15,2
3606,18,9
6885,9,6
7798,5,8
5509,3,6
1918,15,4
147,10,12
6670,13,17
3128,16,4
2223,6,6
7945,5,8
5873,17,19
5831,13,17
2602,13,17
3877,16,4
5196,3,14
646,3,18
2006,13,17
5194,2,5
305,13,2
2138,22,4
2130,12,6
7348,18,9
311,8,7
3591,8,6
5590,8,3
5234,3,16
7120,7,19
40,6,9
6223,4,6
313,8,7
3875,6,5
1438,21,4
7353,13,17
8179,9,20
5535,8,18
853,4,10
7581,14,17
5714,6,18
6774,15,19
2639,9,3
3910,16,7
7066,16,4
3670,8,21
3532,4,6
2787,10,7
6185,2,15
4811,18,20
2594,5,12
3756,14,21
7016,17,19
4680,10,6
2876,6,16
6245,1,5
1075,1,5
3538,18,17
1803,21,4
1603,15,9
7657,15,2
4684,16,17
3393,21,4
1799,2,8
5008,5,12
6212,20,4
8235,21,4
7068,17,4
6528,22,4
2228,15,19
7264,2,15
7000,8,3
1173,8,21
234,18,9
5002,8,6
3599,9,10
2633,1,5
7268,4,2
4209,3,8
7309,1,5
5988,18,9
1568,14,9
1990,14,21
4186,20,19
8211,22,17
743,16,2
8267,4,8
6198,11,21
3913,1,5
6540,21,19
7159,11,17
8088,18,19
4669,20,4
5472,17,2
7427,4,8
7371,8,21
5114,8,6
612,2,5
491,20,4
444,13,2
5462,18,19
4214,17,4
7308,2,15
7094,8,21
6805,2,15
8013,12,13
352,7,7
2785,7,3
1369,18,9
2516,21,4
8056,7,1
5466,16,2
2758,20,19
7003,15,2
1255,11,21
7260,22,19
6005,12,2
2517,22,4
4810,13,2
3475,9,7
3238,21,4
6046,8,3
476,1,5
7640,17,20
24,2,5
5120,21,4
4978,15,2
5338,21,4
3842,7,1
1365,3,2
4667,15,2
45,20,19
7859,15,2
4637,17,2
1879,19,4
6196,9,21
4526,1,5
8076,22,4
2007,16,4
6980,9,17
3324,7,3
3374,12,21
2881,16,2
6006,13,2
5202,6,8
4239,10,2
8156,4,6
3626,13,21
7076,17,9
3314,2,5
254,9,4
2425,10,11
8082,15,17
625,3,12
7007,5,18
7087,11,21
6981,1,22
446,12,3
424,18,9
3499,1,5
4452,14,4
1243,21,4
5954,6,16
3117,21,4
5443,7,3
5871,10,2
6192,19,4
4026,22,4
3669,9,19
1399,15,17
7141,9,9
484,22,4
6511,4,6
5199,11,21
588,21,4
1631,22,4
5071,1,5
2349,10,2
8117,6,8
2239,1,2
5130,6,6
3887,19,4
7530,5,3
3079,10,6
3516,11,4
6388,9,3
6844,17,20
6094,22,9
8204,7,3
1834,9,21
2244,18,20
3903,1,5
5286,18,9
1830,6,8
1452,9,1
5953,13,17
7963,9,17
417,14,2
763,9,1
7553,21,4
5575,16,7
3563,17,4
3671,8,21
6985,15,2
1703,3,16
6375,4,5
3412,6,8
6040,14,7
2139,21,4
6687,2,5
887,13,17
4689,5,12
7116,16,9
4801,8,21
1125,18,19
2597,3,5
2601,9,3
478,3,18
6776,20,2
592,7,21
4674,21,19
3306,20,19
3200,18,20
1334,15,2
7902,16,4
4564,18,2
124,16,4
7894,2,15
3083,2,5
504,13,9
1109,20,9
2963,2,15
7131,3,16
7414,13,17
5521,10,6
4518,7,3
4267,13,2
8251,6,8
18,1,3
2443,14,6
7637,18,17
3625,2,5
7083,10,16
5208,9,16
2948,13,9
7803,16,4
1581,17,4
7906,3,16
2519,22,4
330,14,20
1327,5,2
5231,14,3
5850,18,19
5705,12,6
7632,11,4
168,17,19
7144,1,5
2407,17,19
2429,19,4
347,4,10
2794,5,12
2807,1,5
2250,16,4
3879,10,2
1478,13,7
7123,21,4
1572,13,17
4102,19,4
7675,6,5
8166,6,16
7714,20,19
6282,12,2
7884,19,4
1207,1,5
5662,2,15
5276,17,19
6250,17,20
6175,10,12
4071,2,5
212,19,4
5675,7,3
6804,16,17
2609,12,4
6766,18,9
4913,9,20
6691,18,2
8102,2,5
2547,7,4
5563,3,18
1111,22,4
1693,20,2
7870,9,9
773,22,17
4632,5,7
5688,4,5
5810,14,20
1451,13,21
6413,13,2
542,22,19
526,5,17
223,2,15
6104,5,8
1432,3,16
242,11,4
2529,20,4
7652,11,17
7013,6,6
6781,19,4
92,22,4
7655,2,5
7729,14,9
5342,11,20
2772,12,4
5926,7,3
5018,13,17
6488,19,4
2647,4,6
7242,17,4
5849,18,4
4999,3,20
7823,7,12
8151,20,4
6353,3,22
8172,11,21
590,20,4
3178,7,20
7847,13,17
4241,14,17
7912,7,12
2415,7,1
6432,21,4
4045,20,19
5917,14,9
466,16,19
6674,17,20
6638,17,3
4891,4,6
2854,22,9
3348,22,19
6002,6,6
7077,7,1
6010,21,4
6011,5,5
4498,10,17
6174,3,16
5129,5,13
4623,8,6
7038,5,2
1440,19,4
1814,7,21
8001,4,1
5746,21,4
4660,12,2
2169,6,16
467,2,5
4568,1,5
201,7,17
5941,15,2
5035,11,4
4015,12,2
8006,19,20
6096,18,9
1680,15,2
2853,8,5
7887,21,4
7753,9,3
4476,6,6
7170,11,21
3550,10,17
7334,10,6
2256,7,1
1318,11,21
7501,14,19
650,7,3
7305,10,17
2873,12,6
677,11,21
1263,5,16
4649,8,2
3576,6,1
5907,22,9
3548,5,13
