152,11
306,17
523,9
1346,4
2752,15
7813,11
2954,5
5757,5
5826,4
231,5
4087,4
1725,12
2427,21
4814,4
3758,16
3883,7
2580,5
8052,9
3727,1
6644,15
7756,1
3539,19
4996,6
548,2
7708,7
19,21
3345,21
1634,8
300,20
1064,12
7525,12
8269,14
4154,14
1434,10
4036,1
6872,4
1181,6
884,8
6890,10
3491,17
4464,22
4731,20
3251,4
7920,13
5440,2
6028,4
5743,2
6084,13
5886,12
4163,12
6215,21
2261,19
6692,8
5056,3
5097,6
5142,12
6626,1
1611,2
7532,2
7235,6
1131,21
566,13
1563,19
7339,9
2496,9
3617,8
6406,7
5439,15
8148,12
7417,3
7531,8
7394,21
2195,11
4795,16
3476,10
3512,6
2538,12
4600,8
3511,7
6669,3
2795,18
2136,17
7130,2
1324,13
6671,9
6606,21
5031,21
5545,22
3186,5
3135,16
7365,2
5449,1
5219,17
4902,10
3067,20
5516,10
5451,16
3269,21
4124,8
6806,2
2257,5
3655,3
1323,6
3890,1
1469,7
4528,5
197,14
105,13
4813,13
778,5
4341,1
3950,3
1095,22
326,1
3743,5
8154,21
6563,18
5951,8
6450,1
2001,18
4433,5
1154,12
4069,6
7822,9
511,11
664,10
489,10
3402,20
3349,16
289,6
4879,22
500,12
128,22
4606,11
4247,17
7949,2
2950,7
4794,19
1996,11
5773,12
7041,16
1543,14
5786,2
4486,1
1505,20
2536,2
5490,15
5654,2
7671,21
2790,18
8129,13
5207,4
662,1
7002,16
6486,16
3568,12
6968,18
746,9
995,19
7826,18
1621,16
6480,16
5346,1
4207,1
1039,16
27,16
5993,5
4265,17
5514,11
7818,16
5839,19
7518,17
5800,22
1832,1
4663,9
5906,19
8059,16
255,17
295,11
6474,17
5175,8
1640,18
3818,20
7899,4
5893,1
3106,11
5595,9
6683,22
4042,18
1672,16
3648,2
2400,8
920,5
2544,13
4232,19
228,20
1497,21
3432,15
2776,12
3912,13
7167,19
3837,2
968,2
1282,8
7391,5
2390,15
324,8
7164,19
6991,5
4576,8
5433,20
3308,19
3479,10
2658,11
3132,22
4519,14
7684,6
5847,5
2882,19
3882,14
5796,18
1566,16
2259,16
1275,14
3270,22
6319,22
6866,7
7736,21
2097,20
5232,6
3228,14
7356,7
2213,12
7782,2
7937,14
1291,19
1128,13
333,15
1466,12
3893,9
3647,5
115,8
8060,7
525,2
6689,16
6304,19
2357,12
4615,22
5200,2
6936,1
6664,19
1998,3
7062,4
1597,18
2896,17
2145,19
5128,5
4475,5
6414,3
5483,13
7951,5
5832,15
3395,8
3730,8
4224,12
5724,9
6874,6
7362,9
4993,7
4922,21
1301,2
5717,14
1764,14
830,9
6015,16
6651,8
357,3
2362,3
3586,15
5855,5
6675,18
6214,21
8218,15
7092,3
6707,6
740,2
7633,6
7971,6
1576,11
3480,18
538,19
539,22
5862,6
3868,8
7704,18
7134,13
7301,8
4596,6
5738,20
4107,4
7851,11
551,12
5845,4
2441,17
2494,16
3932,5
225,5
3339,13
2600,11
3478,14
175,13
3351,20
4924,22
4067,20
4699,22
5434,17
900,17
2375,2
4792,17
3168,14
3914,7
7306,6
5488,14
4594,5
1163,1
7245,21
4636,14
4425,20
3212,18
5473,15
6881,22
6999,14
1751,8
576,20
7135,5
4223,15
2757,4
1470,7
109,10
882,15
1307,4
894,21
3053,8
941,13
5168,15
6914,6
6410,6
8120,18
3651,10
5033,16
8045,9
271,19
545,16
8254,15
3060,6
7814,11
433,21
2236,5
3319,15
3154,20
3504,2
103,14
4096,8
6870,5
1613,10
4260,9
7506,15
5494,20
4900,21
5178,19
277,19
1254,9
4059,9
5668,12
4947,10
2742,9
7318,6
6944,9
2964,11
480,13
5228,5
222,17
416,12
2404,9
686,22
5587,13
131,18
8152,17
3896,5
6696,1
5029,17
239,7
2340,16
2729,13
6277,18
7703,9
1685,8
3537,17
3760,18
6181,2
235,14
6897,18
3455,12
5559,21
3735,12
4055,22
4469,12
648,14
3254,18
8162,2
4998,11
4957,15
42,15
886,11
6240,22
5201,12
7373,10
2264,22
4252,4
1499,4
1427,4
5765,9
5789,10
3181,15
3203,20
6865,1
5625,6
2698,19
666,10
1681,13
1810,13
6575,4
4470,4
4585,13
6526,2
1002,9
8159,4
7516,16
1628,19
5801,20
7045,10
2891,21
2298,11
5792,7
3362,7
8208,5
5476,18
519,18
7866,14
3457,13
6378,20
1077,21
2858,1
5703,19
7659,15
1669,2
7641,19
2153,18
6024,3
3099,1
7584,4
2816,1
2865,14
4200,10
3343,17
8042,15
6401,5
8249,10
2280,12
3911,14
5340,2
4208,2
3541,20
1441,22
4675,19
2749,22
1326,20
348,19
5139,17
3403,19
6635,17
6688,3
7169,22
6288,21
8122,5
2383,20
282,6
7860,6
2897,15
6365,7
3088,19
38,5
4081,8
6469,19
3179,9
6456,2
3189,11
2808,14
5756,4
5009,12
1179,9
262,20
1776,1
210,17
5615,20
2656,8
2108,1
8206,4
113,5
5659,8
1080,6
5148,9
3729,22
5211,20
221,10
8274,2
5856,8
3247,13
3284,1
209,22
4489,11
434,13
7259,18
1162,1
8252,8
435,4
1641,4
7426,9
5187,9
7691,5
4479,6
659,13
3265,10
5014,18
3378,11
5099,3
1866,1
1741,19
7534,1
7819,20
1573,8
7278,12
5453,13
1583,22
5984,1
4432,16
1736,6
1663,3
7251,21
4690,2
2105,6
5706,10
4270,4
3122,10
1359,21
4893,3
6941,4
6264,14
6530,10
5666,7
2541,10
6225,10
8149,16
7084,12
2397,15
5467,22
593,12
8084,11
1333,8
1300,1
5077,15
645,8
2740,21
1358,5
6652,2
1311,12
2737,8
8103,4
4098,11
1250,18
487,9
3869,12
477,14
1868,5
3193,14
1083,2
7991,17
2381,6
7698,17
8256,15
5699,8
164,20
2384,5
7114,22
331,15
5816,12
4917,8
6682,21
2653,20
4192,16
2502,12
1721,21
5860,2
4255,5
3078,21
4441,4
5553,15
2655,18
5517,8
6538,19
7541,3
5468,4
6637,20
2263,21
3640,20
8068,19
95,3
2175,15
7536,4
7382,1
7072,3
142,8
7257,15
3470,8
7162,12
5872,13
2350,5
679,22
7545,6
1256,14
7908,13
5198,7
8140,18
7086,11
3286,12
5989,17
6369,16
3241,2
7255,15
5863,14
6101,15
6357,14
7702,15
3876,16
8184,19
3580,7
1724,8
7589,11
665,6
36,21
3367,21
1658,21
17,4
2766,7
1038,3
5124,16
3376,3
7238,13
5491,5
5177,13
7275,14
319,5
1574,11
5159,19
3738,2
7911,17
7865,20
3036,21
5209,17
7555,1
4827,6
4973,20
5045,1
6672,10
4644,13
5165,16
3467,5
7778,2
5134,10
5034,7
1351,9
3358,22
5112,15
7580,3
6548,1
2271,2
7050,20
3243,13
156,18
7595,17
7043,9
149,9
4151,7
4210,11
4539,3
2378,4
7331,8
189,9
1454,20
4018,9
5258,6
3047,1
3102,12
7588,15
4909,11
5697,18
285,14
1471,18
5469,4
8007,22
4421,22
6016,4
100,12
111,17
1715,15
6572,7
3441,15
5897,9
5477,19
2560,17
200,7
7042,8
4159,2
5020,10
5823,7
6791,4
5772,3
6475,17
1175,10
1511,12
8058,14
7712,4
1127,5
5107,15
7694,22
5925,3
4661,14
8153,17
7926,2
2187,18
4407,15
2347,17
288,4
869,11
6642,7
5117,14
4424,19
6543,17
7097,13
4243,7
5123,19
6785,21
4189,22
3753,22
6609,4
7715,19
2240,4
6008,19
3659,9
1723,17
569,5
4497,9
4918,7
6508,12
7928,16
5841,1
3220,20
1778,9
5456,11
684,19
2356,11
6217,18
3658,2
5285,16
3766,3
4006,15
2230,2
4284,3
7149,15
1338,7
5422,22
8066,3
249,10
6560,8
4032,5
5275,7
1627,15
3492,20
3891,15
7617,18
7998,10
1337,10
6960,11
5248,20
2389,7
6033,9
323,9
8065,8
1257,16
3301,18
6076,1
1148,4
7828,14
7686,1
4826,3
202,14
1509,16
2959,18
1488,14
1119,11
7842,5
510,7
717,3
1666,1
7706,3
3110,15
3182,16
1811,14
6020,15
5753,21
6790,3
2465,6
2665,6
8147,2
7973,11
7425,10
7858,8
6228,18
509,7
1232,19
1472,2
365,17
3757,10
3399,13
1926,19
4686,7
112,7
2730,14
2775,16
272,22
5900,4
5803,9
1590,2
7717,8
5532,20
7681,14
4114,15
6224,8
7661,20
3140,4
5574,4
544,4
4191,16
7786,14
546,12
6348,13
6934,14
5888,15
818,7
1710,10
4500,3
6056,16
26,22
3592,10
6441,9
4417,17
196,10
490,20
1152,3
2143,20
6625,16
6940,5
6030,1
5426,1
5288,9
2231,3
1773,5
4621,6
5225,19
146,7
2573,20
5955,9
6258,10
7692,8
8123,3
5141,10
4020,19
895,22
682,20
185,1
8270,10
4910,2
4504,21
6546,14
4112,14
4970,19
7789,13
6237,6
2445,4
3329,7
6018,10
910,2
4619,11
1706,6
1607,12
5829,17
5985,9
6484,15
3606,18
6885,9
7798,5
5509,3
1918,15
147,10
6670,13
3128,16
2223,6
7945,5
5873,17
5831,13
2602,13
3877,16
5196,3
646,3
2006,13
5194,2
305,13
2138,22
2130,12
7348,18
311,8
3591,8
5590,8
5234,3
7120,7
40,6
6223,4
313,8
3875,6
1438,21
7353,13
8179,9
5535,8
853,4
7581,14
5714,6
6774,15
2639,9
3910,16
7066,16
3670,8
3532,4
2787,10
6185,2
4811,18
2594,5
3756,14
7016,17
4680,10
2876,6
6245,1
1075,1
3538,18
1803,21
1603,15
7657,15
4684,16
3393,21
1799,2
5008,5
6212,20
8235,21
7068,17
6528,22
2228,15
7264,2
7000,8
1173,8
234,18
5002,8
3599,9
2633,1
7268,4
4209,3
7309,1
5988,18
1568,14
1990,14
4186,20
8211,22
743,16
8267,4
6198,11
3913,1
6540,21
7159,11
8088,18
4669,20
5472,17
7427,4
7371,8
5114,8
612,2
491,20
444,13
5462,18
4214,17
7308,2
7094,8
6805,2
8013,12
352,7
2785,7
1369,18
2516,21
8056,7
5466,16
2758,20
7003,15
1255,11
7260,22
6005,12
2517,22
4810,13
3475,9
3238,21
6046,8
476,1
7640,17
24,2
5120,21
4978,15
5338,21
3842,7
1365,3
4667,15
45,20
7859,15
4637,17
1879,19
6196,9
4526,1
8076,22
2007,16
6980,9
3324,7
3374,12
2881,16
6006,13
5202,6
4239,10
8156,4
3626,13
7076,17
3314,2
254,9
2425,10
8082,15
625,3
7007,5
7087,11
6981,1
446,12
424,18
3499,1
4452,14
1243,21
5954,6
3117,21
5443,7
5871,10
6192,19
4026,22
3669,9
1399,15
7141,9
484,22
6511,4
5199,11
588,21
1631,22
5071,1
2349,10
8117,6
2239,1
5130,6
3887,19
7530,5
3079,10
3516,11
6388,9
6844,17
6094,22
8204,7
1834,9
2244,18
3903,1
5286,18
1830,6
1452,9
5953,13
7963,9
417,14
763,9
7553,21
5575,16
3563,17
3671,8
6985,15
1703,3
6375,4
3412,6
6040,14
2139,21
6687,2
887,13
4689,5
7116,16
4801,8
1125,18
2597,3
2601,9
478,3
6776,20
592,7
4674,21
3306,20
3200,18
1334,15
7902,16
4564,18
124,16
7894,2
3083,2
504,13
1109,20
2963,2
7131,3
7414,13
5521,10
4518,7
4267,13
8251,6
18,1
2443,14
7637,18
3625,2
7083,10
5208,9
2948,13
7803,16
1581,17
7906,3
2519,22
330,14
1327,5
5231,14
5850,18
5705,12
7632,11
168,17
7144,1
2407,17
2429,19
347,4
2794,5
2807,1
2250,16
3879,10
1478,13
7123,21
1572,13
4102,19
7675,6
8166,6
7714,20
6282,12
7884,19
1207,1
5662,2
5276,17
6250,17
6175,10
4071,2
212,19
5675,7
6804,16
2609,12
6766,18
4913,9
6691,18
8102,2
2547,7
5563,3
1111,22
1693,20
7870,9
773,22
4632,5
5688,4
5810,14
1451,13
6413,13
542,22
526,5
223,2
6104,5
1432,3
242,11
2529,20
7652,11
7013,6
6781,19
92,22
7655,2
7729,14
5342,11
2772,12
5926,7
5018,13
6488,19
2647,4
7242,17
5849,18
4999,3
7823,7
8151,20
6353,3
8172,11
590,20
3178,7
7847,13
4241,14
7912,7
2415,7
6432,21
4045,20
5917,14
466,16
6674,17
6638,17
4891,4
2854,22
3348,22
6002,6
7077,7
6010,21
6011,5
4498,10
6174,3
5129,5
4623,8
7038,5
1440,19
1814,7
8001,4
5746,21
4660,12
2169,6
467,2
4568,1
201,7
5941,15
5035,11
4015,12
8006,19
6096,18
1680,15
2853,8
7887,21
7753,9
4476,6
7170,11
3550,10
7334,10
2256,7
1318,11
7501,14
650,7
7305,10
2873,12
677,11
1263,5
4649,8
3576,6
5907,22
3548,5
5131,7
445,15
3897,5
2754,18
8160,5
4118,1
1606,1
5240,9
3600,22
5583,19
4438,21
2453,22
5980,22
1117,12
7236,11
6765,11
2005,13
5918,8
1317,3
1647,6
811,1
184,12
3601,18
1882,19
2204,20
7953,4
5851,11
6037,10
5848,8
6947,19
4342,7
6239,8
6266,8
2635,9
4444,8
3202,20
1759,19
5950,2
7328,11
7600,5
5833,5
4390,6
2140,22
7716,19
459,2
4090,12
1116,7
6957,7
5017,12
7673,7
7540,10
7333,10
422,5
6257,7
903,18
6771,12
148,14
7811,22
1134,9
2543,12
127,21
1582,17
154,6
5176,5
5147,2
7914,11
2660,21
2661,16
6793,21
8145,11
8141,15
6268,10
8163,14
2616,4
8029,3
7099,5
7395,17
683,19
3037,3
1308,1
213,16
2619,13
7109,22
5677,10
3231,11
114,20
1286,20
3513,7
2155,18
5339,1
2212,11
4187,21
6184,5
5047,4
1320,13
2469,2
8112,4
198,15
658,13
4419,22
7008,20
6867,12
533,20
4628,4
4484,7
4975,17
7340,4
1249,11
6784,14
1196,22
1677,20
3461,11
2524,5
2218,13
1646,21
5884,19
436,16
1795,9
5619,7
6380,5
5622,13
4530,11
2373,10
5442,5
3473,16
2272,8
3889,11
2650,19
2366,12
5022,15
3256,2
7101,18
1731,7
2981,3
7695,12
1264,3
7381,4
6502,9
3388,5
4127,7
4888,15
7654,1
3082,8
6631,9
1674,14
783,3
3406,14
4269,15
2215,13
5838,4
3834,19
1902,3
4622,7
1949,21
160,15
6493,20
4505,20
2546,3
840,13
4807,14
4459,2
7510,19
7802,19
2497,10
